windspeed,season,weather,humidity,temp,count,year,month,hour
15.0013,1,2,86,6.56,136,2011,1,17
7.0015,1,3,93,6.56,95,2011,1,18
8.9981,1,3,93,6.56,51,2011,1,19
12.998,1,3,93,6.56,32,2011,1,20
6.0032,1,3,86,6.56,20,2011,1,21
7.0015,1,3,93,6.56,29,2011,1,22
6.0032,1,3,93,6.56,19,2011,1,23
6.0032,1,2,86,6.56,7,2011,1,0
7.0015,1,2,86,6.56,6,2011,1,1
8.9981,1,1,86,5.74,1,2011,1,2
11.0014,1,1,86,5.74,5,2011,1,5
8.9981,1,1,93,4.92,16,2011,1,6
8.9981,1,1,69,5.74,54,2011,1,7
11.0014,1,1,59,6.56,128,2011,1,8
22.0028,1,1,59,6.56,81,2011,1,9
15.0013,1,1,55,7.38,39,2011,1,10
26.0027,1,1,51,8.2,35,2011,1,11
39.0007,1,1,47,8.2,55,2011,1,12
23.9994,1,1,44,9.02,49,2011,1,13
22.0028,1,1,47,8.2,44,2011,1,14
27.9993,1,1,47,8.2,49,2011,1,15
22.0028,1,1,44,9.02,68,2011,1,16
23.9994,1,1,47,8.2,139,2011,1,17
35.0008,1,1,47,8.2,137,2011,1,18
27.9993,1,1,47,7.38,83,2011,1,19
22.0028,1,1,50,6.56,56,2011,1,20
22.0028,1,1,55,6.56,57,2011,1,21
30.0026,1,1,55,6.56,33,2011,1,22
27.9993,1,1,59,5.74,20,2011,1,23
19.0012,1,1,59,5.74,7,2011,1,0
19.0012,1,1,50,5.74,2,2011,1,1
23.9994,1,1,50,5.74,2,2011,1,2
22.0028,1,1,50,5.74,3,2011,1,3
16.9979,1,1,50,5.74,4,2011,1,4
19.9995,1,1,50,5.74,3,2011,1,5
8.9981,1,1,54,4.92,28,2011,1,6
8.9981,1,1,54,4.92,72,2011,1,7
12.998,1,1,50,5.74,202,2011,1,8
22.0028,1,1,50,5.74,139,2011,1,9
23.9994,1,2,50,6.56,38,2011,1,10
30.0026,1,2,44,8.2,37,2011,1,11
27.9993,1,1,44,8.2,52,2011,1,12
30.0026,1,1,41,9.02,83,2011,1,13
26.0027,1,1,41,9.02,42,2011,1,14
19.9995,1,1,38,9.84,60,2011,1,15
23.9994,1,1,38,9.84,78,2011,1,16
19.0012,1,1,40,8.2,162,2011,1,17
22.0028,1,1,40,8.2,144,2011,1,18
16.9979,1,1,47,6.56,99,2011,1,19
15.0013,1,1,47,6.56,64,2011,1,20
19.9995,1,1,46,5.74,40,2011,1,21
22.0028,1,1,46,5.74,30,2011,1,22
12.998,1,1,50,4.92,15,2011,1,23
12.998,1,1,50,4.92,14,2011,1,0
11.0014,1,1,54,4.1,5,2011,1,1
8.9981,1,1,54,4.1,1,2011,1,2
7.0015,1,1,54,4.1,1,2011,1,3
6.0032,1,1,54,4.1,8,2011,1,5
8.9981,1,1,54,4.1,17,2011,1,6
11.0014,1,1,74,4.1,70,2011,1,7
8.9981,1,1,68,4.92,158,2011,1,8
8.9981,1,1,69,5.74,117,2011,1,9
12.998,1,1,55,7.38,44,2011,1,10
19.0012,1,1,51,7.38,53,2011,1,11
16.9979,1,1,44,8.2,61,2011,1,12
26.0027,1,1,37,9.02,77,2011,1,13
19.0012,1,1,41,9.02,64,2011,1,14
11.0014,1,1,38,9.84,68,2011,1,15
7.0015,1,1,41,9.02,90,2011,1,16
11.0014,1,1,41,9.02,159,2011,1,17
8.9981,1,1,47,8.2,139,2011,1,18
6.0032,1,1,59,6.56,92,2011,1,19
8.9981,1,1,59,7.38,68,2011,1,20
8.9981,1,1,69,6.56,52,2011,1,21
8.9981,1,2,69,6.56,36,2011,1,22
8.9981,1,2,55,7.38,27,2011,1,23
8.9981,1,1,55,7.38,28,2011,1,0
6.0032,1,2,59,6.56,20,2011,1,1
6.0032,1,2,59,6.56,12,2011,1,2
8.9981,1,2,59,6.56,8,2011,1,3
8.9981,1,2,59,6.56,5,2011,1,4
8.9981,1,1,59,6.56,1,2011,1,5
7.0015,1,1,63,5.74,3,2011,1,6
8.9981,1,1,63,5.74,10,2011,1,7
8.9981,1,1,63,5.74,23,2011,1,8
8.9981,1,1,64,6.56,33,2011,1,9
11.0014,1,1,59,7.38,59,2011,1,10
15.0013,1,1,55,8.2,72,2011,1,11
15.0013,1,1,48,9.84,89,2011,1,12
19.9995,1,1,38,11.48,101,2011,1,13
19.0012,1,1,39,12.3,118,2011,1,14
12.998,1,2,36,13.12,129,2011,1,15
12.998,1,2,34,13.94,128,2011,1,16
19.0012,1,2,36,13.12,83,2011,1,17
16.9979,1,2,45,12.3,84,2011,1,18
16.9979,1,2,39,13.12,74,2011,1,19
16.9979,1,2,39,13.12,41,2011,1,20
15.0013,1,2,39,13.12,57,2011,1,21
7.0015,1,2,42,12.3,26,2011,1,22
19.0012,1,1,45,12.3,44,2011,1,23
8.9981,1,1,56,10.66,39,2011,1,0
8.9981,1,1,56,10.66,23,2011,1,1
6.0032,1,1,56,10.66,16,2011,1,2
8.9981,1,1,69,9.02,15,2011,1,3
11.0014,1,1,56,10.66,1,2011,1,4
11.0014,1,2,56,10.66,2,2011,1,5
11.0014,1,2,56,10.66,1,2011,1,6
19.9995,1,2,56,9.84,3,2011,1,7
19.0012,1,1,55,9.02,18,2011,1,8
16.9979,1,1,51,9.02,32,2011,1,9
19.0012,1,1,51,9.02,79,2011,1,10
16.9979,1,1,44,9.84,93,2011,1,11
19.0012,1,1,41,9.84,104,2011,1,12
19.9995,1,1,35,10.66,118,2011,1,13
16.9979,1,1,36,11.48,91,2011,1,14
16.9979,1,1,38,10.66,113,2011,1,15
15.0013,1,1,38,9.84,99,2011,1,16
16.9979,1,1,37,9.02,105,2011,1,17
11.0014,1,1,40,8.2,67,2011,1,18
8.9981,1,1,47,7.38,61,2011,1,19
11.0014,1,1,47,7.38,57,2011,1,20
11.0014,1,1,51,7.38,28,2011,1,21
8.9981,1,2,49,8.2,21,2011,1,22
7.0015,1,2,40,8.2,18,2011,1,23
15.0013,1,2,47,8.2,17,2011,1,0
12.998,1,2,44,8.2,16,2011,1,1
16.9979,1,2,43,7.38,8,2011,1,2
12.998,1,2,43,7.38,2,2011,1,3
8.9981,1,2,43,7.38,3,2011,1,4
11.0014,1,2,43,7.38,1,2011,1,5
12.998,1,2,43,7.38,5,2011,1,6
8.9981,1,2,50,6.56,13,2011,1,7
15.0013,1,2,47,6.56,33,2011,1,8
15.0013,1,2,47,6.56,47,2011,1,9
16.9979,1,2,50,6.56,57,2011,1,10
12.998,1,2,55,6.56,64,2011,1,11
8.9981,1,2,47,7.38,80,2011,1,12
8.9981,1,2,47,7.38,93,2011,1,13
7.0015,1,2,43,7.38,86,2011,1,14
11.0014,1,2,47,8.2,93,2011,1,15
11.0014,1,2,47,8.2,82,2011,1,16
12.998,1,1,51,8.2,71,2011,1,17
16.9979,1,2,55,7.38,92,2011,1,18
12.998,1,3,59,7.38,60,2011,1,19
12.998,1,3,80,6.56,33,2011,1,20
12.998,1,3,80,6.56,27,2011,1,21
16.9979,1,3,93,5.74,13,2011,1,22
19.0012,1,3,86,6.56,4,2011,1,23
22.0028,1,2,86,8.2,3,2011,1,12
15.0013,1,2,86,8.2,22,2011,1,13
11.0014,1,2,80,9.02,28,2011,1,14
11.0014,1,2,87,9.02,35,2011,1,15
12.998,1,2,87,9.02,61,2011,1,16
12.998,1,2,82,9.02,125,2011,1,17
11.0014,1,2,80,9.02,133,2011,1,18
8.9981,1,2,80,9.02,99,2011,1,19
8.9981,1,2,87,9.02,83,2011,1,20
7.0015,1,2,93,9.02,41,2011,1,21
6.0032,1,2,93,9.02,33,2011,1,22
8.9981,1,2,93,9.02,20,2011,1,23
8.9981,1,2,93,9.02,3,2011,1,0
8.9981,1,3,93,9.02,7,2011,1,1
8.9981,1,3,93,9.02,3,2011,1,2
8.9981,1,3,93,9.02,2,2011,1,4
6.0032,1,2,93,9.02,7,2011,1,5
6.0032,1,2,93,9.02,32,2011,1,6
7.0015,1,2,92,9.84,90,2011,1,7
7.0015,1,2,93,9.84,197,2011,1,8
7.0015,1,2,93,9.84,109,2011,1,9
8.9981,1,2,93,10.66,47,2011,1,10
6.0032,1,2,87,11.48,52,2011,1,11
6.0032,1,2,81,12.3,70,2011,1,12
19.0012,1,1,62,16.4,78,2011,1,13
16.9979,1,1,58,16.4,75,2011,1,14
19.0012,1,1,54,16.4,82,2011,1,15
26.0027,1,1,58,15.58,104,2011,1,16
22.0028,1,1,57,14.76,197,2011,1,17
19.0012,1,1,61,13.94,161,2011,1,18
27.9993,1,1,57,13.12,112,2011,1,19
19.9995,1,1,49,13.12,76,2011,1,20
27.9993,1,1,49,13.12,59,2011,1,21
11.0014,1,1,52,12.3,59,2011,1,22
31.0009,1,1,52,12.3,28,2011,1,23
7.0015,1,2,64,6.56,8,2011,2,0
7.0015,1,2,69,6.56,3,2011,2,1
8.9981,1,2,69,6.56,2,2011,2,2
8.9981,1,2,69,6.56,2,2011,2,3
8.9981,1,3,93,5.74,3,2011,2,5
8.9981,1,3,93,5.74,22,2011,2,6
8.9981,1,3,93,6.56,52,2011,2,7
8.9981,1,3,93,6.56,135,2011,2,8
8.9981,1,2,93,6.56,116,2011,2,9
8.9981,1,2,93,6.56,47,2011,2,10
8.9981,1,2,86,7.38,51,2011,2,11
8.9981,1,2,86,8.2,55,2011,2,12
8.9981,1,2,86,8.2,52,2011,2,13
6.0032,1,2,80,9.02,54,2011,2,14
8.9981,1,2,75,9.84,52,2011,2,15
8.9981,1,2,75,9.84,64,2011,2,16
8.9981,1,2,75,9.84,176,2011,2,17
7.0015,1,2,81,9.84,168,2011,2,18
8.9981,1,2,81,9.84,108,2011,2,19
8.9981,1,2,87,9.02,74,2011,2,20
8.9981,1,2,87,9.02,64,2011,2,21
6.0032,1,2,87,9.02,36,2011,2,22
12.998,1,3,93,8.2,16,2011,2,23
7.0015,1,3,93,9.02,2,2011,2,0
12.998,1,3,93,9.02,3,2011,2,1
8.9981,1,3,93,9.02,4,2011,2,2
8.9981,1,3,93,9.02,1,2011,2,3
19.0012,1,3,93,9.02,1,2011,2,4
7.0015,1,3,93,9.02,3,2011,2,5
7.0015,1,3,93,9.02,18,2011,2,6
15.0013,1,3,93,9.02,49,2011,2,7
15.0013,1,3,93,9.02,155,2011,2,8
6.0032,1,2,93,9.84,123,2011,2,9
8.9981,1,2,100,9.02,61,2011,2,10
12.998,1,2,93,9.84,52,2011,2,11
15.0013,1,2,93,9.84,64,2011,2,12
11.0014,1,1,93,13.94,75,2011,2,13
26.0027,1,1,82,15.58,63,2011,2,14
22.0028,1,1,76,15.58,76,2011,2,15
19.9995,1,1,71,14.76,103,2011,2,16
35.0008,1,1,53,14.76,190,2011,2,17
36.9974,1,1,42,13.94,182,2011,2,18
32.9975,1,1,45,11.48,91,2011,2,19
36.9974,1,1,48,9.84,75,2011,2,20
22.0028,1,1,47,9.02,63,2011,2,21
16.9979,1,1,44,9.02,40,2011,2,22
30.0026,1,1,44,8.2,32,2011,2,23
30.0026,1,1,40,8.2,12,2011,2,0
35.0008,1,1,44,8.2,5,2011,2,1
16.9979,1,1,43,7.38,2,2011,2,2
16.9979,1,1,43,7.38,1,2011,2,3
19.9995,1,1,50,6.56,2,2011,2,5
23.9994,1,1,43,6.56,39,2011,2,6
22.0028,1,1,50,5.74,87,2011,2,7
23.9994,1,1,50,5.74,188,2011,2,8
19.9995,1,1,47,6.56,133,2011,2,9
22.0028,1,1,43,7.38,52,2011,2,10
30.0026,1,1,43,7.38,64,2011,2,11
23.9994,1,1,40,8.2,69,2011,2,12
27.9993,1,1,40,8.2,51,2011,2,13
26.0027,1,1,37,9.02,47,2011,2,14
22.0028,1,1,37,9.02,60,2011,2,15
16.9979,1,1,37,9.02,78,2011,2,16
12.998,1,1,40,8.2,175,2011,2,17
11.0014,1,1,40,8.2,147,2011,2,18
8.9981,1,1,40,8.2,96,2011,2,19
6.0032,1,1,47,8.2,109,2011,2,20
7.0015,1,1,55,7.38,54,2011,2,21
6.0032,1,1,51,7.38,41,2011,2,22
7.0015,1,1,47,8.2,38,2011,2,23
8.9981,1,2,44,8.2,13,2011,2,0
8.9981,1,2,59,6.56,7,2011,2,1
7.0015,1,2,63,5.74,1,2011,2,2
7.0015,1,2,63,5.74,1,2011,2,3
8.9981,1,2,63,5.74,7,2011,2,5
8.9981,1,2,55,6.56,28,2011,2,6
8.9981,1,1,59,5.74,87,2011,2,7
8.9981,1,1,74,5.74,220,2011,2,8
8.9981,1,2,80,6.56,127,2011,2,9
8.9981,1,2,51,8.2,51,2011,2,10
11.0014,1,1,51,9.02,64,2011,2,11
11.0014,1,2,48,9.84,86,2011,2,12
15.0013,1,2,50,10.66,82,2011,2,13
11.0014,1,2,45,11.48,91,2011,2,14
16.9979,1,2,48,11.48,90,2011,2,15
15.0013,1,2,42,12.3,99,2011,2,16
8.9981,1,2,56,10.66,205,2011,2,17
7.0015,1,2,60,9.84,155,2011,2,18
8.9981,1,2,65,9.84,103,2011,2,19
11.0014,1,2,65,9.84,71,2011,2,20
11.0014,1,2,70,9.84,43,2011,2,21
11.0014,1,2,65,9.84,46,2011,2,22
8.9981,1,2,70,9.84,31,2011,2,23
11.0014,1,2,70,9.84,39,2011,2,0
11.0014,1,2,65,9.84,18,2011,2,1
11.0014,1,2,75,9.84,17,2011,2,2
11.0014,1,2,75,9.84,11,2011,2,3
8.9981,1,3,93,9.02,8,2011,2,4
6.0032,1,3,100,8.2,9,2011,2,5
8.9981,1,3,100,8.2,4,2011,2,6
6.0032,1,3,93,9.02,4,2011,2,7
6.0032,1,3,100,8.2,10,2011,2,8
6.0032,1,3,100,8.2,20,2011,2,9
8.9981,1,3,100,8.2,34,2011,2,10
8.9981,1,3,100,9.02,47,2011,2,11
11.0014,1,3,100,9.02,52,2011,2,12
11.0014,1,3,100,9.02,72,2011,2,13
8.9981,1,3,100,9.02,55,2011,2,14
8.9981,1,3,100,9.02,60,2011,2,15
8.9981,1,3,100,9.02,71,2011,2,16
19.0012,1,2,100,9.84,78,2011,2,17
30.0026,1,2,93,11.48,83,2011,2,18
30.0026,1,2,93,11.48,84,2011,2,19
16.9979,1,1,87,12.3,69,2011,2,20
12.998,1,1,100,10.66,56,2011,2,21
8.9981,1,1,93,10.66,45,2011,2,22
15.0013,1,1,93,10.66,59,2011,2,23
12.998,1,1,70,10.66,39,2011,2,0
27.9993,1,1,65,10.66,44,2011,2,1
22.0028,1,1,60,10.66,20,2011,2,2
6.0032,1,1,60,10.66,13,2011,2,3
23.9994,1,1,60,10.66,2,2011,2,4
15.0013,1,1,60,10.66,1,2011,2,5
15.0013,1,1,60,10.66,1,2011,2,6
11.0014,1,1,65,9.84,8,2011,2,7
7.0015,1,1,65,9.84,23,2011,2,8
7.0015,1,1,56,11.48,45,2011,2,9
16.9979,1,1,52,12.3,89,2011,2,10
16.9979,1,1,49,13.12,117,2011,2,11
8.9981,1,1,46,13.94,174,2011,2,12
8.9981,1,1,46,13.94,182,2011,2,13
6.0032,1,1,46,13.94,161,2011,2,14
6.0032,1,1,46,13.94,182,2011,2,15
7.0015,1,1,49,13.94,157,2011,2,16
8.9981,1,1,46,13.94,121,2011,2,17
11.0014,1,1,56,12.3,78,2011,2,18
8.9981,1,1,61,11.48,21,2011,2,19
7.0015,1,1,61,11.48,26,2011,2,20
8.9981,1,1,60,10.66,27,2011,2,21
8.9981,1,1,60,10.66,62,2011,2,22
8.9981,1,1,65,9.84,30,2011,2,23
8.9981,1,1,65,9.84,15,2011,2,0
8.9981,1,1,75,9.02,5,2011,2,1
8.9981,1,1,80,8.2,3,2011,2,2
8.9981,1,1,86,8.2,1,2011,2,3
8.9981,1,1,86,8.2,2,2011,2,4
8.9981,1,1,86,8.2,10,2011,2,5
8.9981,1,1,93,7.38,30,2011,2,6
8.9981,1,1,86,7.38,95,2011,2,7
8.9981,1,2,100,6.56,230,2011,2,8
8.9981,1,1,80,9.02,118,2011,2,9
7.0015,1,1,75,9.84,55,2011,2,10
