windspeed,season,workingday,holiday,atemp,weather,humidity,temp,year,month,day,hour,min,sec,log_count
12.998,1,0,0,17.425,3,76,14.76,2011,1,2,14,0,0,4.07753744390572
11.0014,1,0,0,16.665,3,81,13.94,2011,1,2,15,0,0,4.30406509320417
11.0014,1,0,0,16.665,3,71,13.94,2011,1,2,16,0,0,4.330733340286331
12.998,1,0,0,16.665,1,57,13.94,2011,1,2,17,0,0,4.174387269895637
22.0028,1,0,0,16.665,2,46,14.76,2011,1,2,18,0,0,3.970291913552122
30.0026,1,0,0,14.395,1,42,13.12,2011,1,2,19,0,0,3.4011973816621555
23.9994,1,0,0,13.635,1,39,12.3,2011,1,2,20,0,0,3.091042453358316
22.0028,1,0,0,11.365,1,44,10.66,2011,1,2,21,0,0,3.4339872044851463
19.9995,1,0,0,10.605,1,44,9.84,2011,1,2,22,0,0,2.1972245773362196
11.0014,1,0,0,11.365,1,47,9.02,2011,1,2,23,0,0,2.0794415416798357
23.9994,1,1,0,9.85,1,44,9.02,2011,1,3,0,0,0,1.6094379124341003
27.9993,1,1,0,8.335,1,44,8.2,2011,1,3,1,0,0,0.6931471805599453
26.0027,1,1,0,6.82,1,47,6.56,2011,1,3,4,0,0,0.0
19.0012,1,1,0,6.82,1,47,6.56,2011,1,3,5,0,0,1.0986122886681098
26.0027,1,1,0,5.305,1,50,5.74,2011,1,3,6,0,0,3.4011973816621555
12.998,1,1,0,6.82,1,50,5.74,2011,1,3,7,0,0,4.1588830833596715
19.0012,1,1,0,6.06,1,50,5.74,2011,1,3,8,0,0,5.0369526024136295
26.0027,1,1,0,6.82,1,43,6.56,2011,1,3,9,0,0,4.477336814478207
16.9979,1,1,0,8.335,1,43,7.38,2011,1,3,10,0,0,3.784189633918261
22.0028,1,1,0,9.09,1,40,8.2,2011,1,3,11,0,0,3.9318256327243257
19.9995,1,1,0,10.605,1,35,9.02,2011,1,3,12,0,0,4.110873864173311
19.0012,1,1,0,10.605,1,35,9.84,2011,1,3,13,0,0,4.110873864173311
19.0012,1,1,0,12.12,1,30,10.66,2011,1,3,14,0,0,4.343805421853684
16.9979,1,1,0,12.12,1,30,10.66,2011,1,3,15,0,0,4.276666119016055
16.9979,1,1,0,12.12,1,30,10.66,2011,1,3,16,0,0,4.330733340286331
15.0013,1,1,0,11.365,1,30,9.84,2011,1,3,17,0,0,5.056245805348308
7.0015,1,1,0,12.88,1,32,9.84,2011,1,3,18,0,0,5.056245805348308
0.0,1,1,0,12.88,1,47,8.2,2011,1,3,19,0,0,4.700480365792417
7.0015,1,1,0,11.365,1,47,8.2,2011,1,3,20,0,0,3.9512437185814275
8.9981,1,1,0,9.85,1,64,7.38,2011,1,3,21,0,0,3.9512437185814275
8.9981,1,1,0,7.575,1,69,5.74,2011,1,3,22,0,0,2.995732273553991
7.0015,1,1,0,10.605,1,55,7.38,2011,1,3,23,0,0,2.4849066497880004
7.0015,1,1,0,9.09,1,55,6.56,2011,1,4,0,0,0,1.6094379124341003
7.0015,1,1,0,9.09,1,59,6.56,2011,1,4,1,0,0,0.6931471805599453
8.9981,1,1,0,7.575,1,63,5.74,2011,1,4,2,0,0,0.0
6.0032,1,1,0,9.09,1,63,5.74,2011,1,4,4,0,0,0.6931471805599453
7.0015,1,1,0,7.575,1,68,4.92,2011,1,4,5,0,0,1.3862943611198906
7.0015,1,1,0,7.575,1,74,4.92,2011,1,4,6,0,0,3.58351893845611
8.9981,1,1,0,7.575,1,74,4.92,2011,1,4,7,0,0,4.543294782270004
11.0014,1,1,0,7.575,1,69,5.74,2011,1,4,8,0,0,5.187385805840755
15.0013,1,1,0,7.575,1,64,6.56,2011,1,4,9,0,0,4.605170185988092
22.0028,1,1,0,6.82,2,69,6.56,2011,1,4,10,0,0,3.7376696182833684
19.9995,1,1,0,10.605,1,51,9.02,2011,1,4,11,0,0,4.04305126783455
11.0014,1,1,0,11.365,1,51,9.02,2011,1,4,12,0,0,4.356708826689592
12.998,1,1,0,11.365,1,56,9.84,2011,1,4,13,0,0,4.574710978503383
15.0013,1,1,0,12.88,1,52,10.66,2011,1,4,14,0,0,4.143134726391533
16.9979,1,1,0,13.635,1,52,11.48,2011,1,4,15,0,0,4.174387269895637
16.9979,1,1,0,14.395,1,49,12.3,2011,1,4,16,0,0,4.418840607796598
15.0013,1,1,0,13.635,1,48,11.48,2011,1,4,17,0,0,5.356586274672012
12.998,1,1,0,12.88,1,48,10.66,2011,1,4,18,0,0,5.204006687076795
7.0015,1,1,0,12.88,1,48,9.84,2011,1,4,19,0,0,4.718498871295094
7.0015,1,1,0,12.88,1,48,9.84,2011,1,4,20,0,0,3.9889840465642745
0.0,1,1,0,13.635,1,64,9.02,2011,1,4,21,0,0,3.871201010907891
6.0032,1,1,0,12.88,1,64,9.02,2011,1,4,22,0,0,3.5553480614894135
6.0032,1,1,0,11.365,1,69,8.2,2011,1,4,23,0,0,2.3978952727983707
0.0,1,1,0,12.88,1,64,8.2,2011,1,5,0,0,0,1.791759469228055
6.0032,1,1,0,9.85,1,74,6.56,2011,1,5,1,0,0,1.791759469228055
6.0032,1,1,0,9.85,1,74,6.56,2011,1,5,2,0,0,0.6931471805599453
15.0013,1,1,0,11.365,1,48,9.84,2011,1,5,4,0,0,0.6931471805599453
11.0014,1,1,0,11.365,1,47,9.02,2011,1,5,5,0,0,1.0986122886681098
15.0013,1,1,0,9.85,1,47,8.2,2011,1,5,6,0,0,3.4965075614664802
12.998,1,1,0,9.09,1,43,7.38,2011,1,5,7,0,0,4.477336814478207
19.9995,1,1,0,9.09,1,40,8.2,2011,1,5,8,0,0,5.272999558563747
22.0028,1,1,0,9.85,1,37,9.02,2011,1,5,9,0,0,4.74493212836325
22.0028,1,1,0,9.85,1,37,9.02,2011,1,5,10,0,0,4.04305126783455
22.0028,1,1,0,11.365,1,33,10.66,2011,1,5,11,0,0,3.828641396489095
22.0028,1,1,0,11.365,1,33,10.66,2011,1,5,12,0,0,4.3694478524670215
19.9995,1,1,0,12.88,1,30,11.48,2011,1,5,13,0,0,4.2626798770413155
12.998,1,1,0,14.395,1,28,12.3,2011,1,5,14,0,0,4.127134385045092
12.998,1,1,0,14.395,1,28,12.3,2011,1,5,15,0,0,4.127134385045092
6.0032,1,1,0,15.91,1,28,12.3,2011,1,5,16,0,0,4.48863636973214
12.998,1,1,0,11.365,1,38,9.84,2011,1,5,17,0,0,5.247024072160486
8.9981,1,1,0,12.12,1,38,9.84,2011,1,5,18,0,0,5.1298987149230735
7.0015,1,1,0,12.88,1,38,9.84,2011,1,5,19,0,0,4.882801922586371
11.0014,1,1,0,11.365,1,47,9.02,2011,1,5,20,0,0,4.48863636973214
12.998,1,1,0,9.85,1,51,8.2,2011,1,5,21,0,0,3.7612001156935624
8.9981,1,1,0,9.85,1,55,7.38,2011,1,5,22,0,0,3.7376696182833684
0.0,1,1,0,12.88,1,47,8.2,2011,1,5,23,0,0,2.9444389791664403
0.0,1,1,0,12.12,1,55,7.38,2011,1,6,0,0,0,2.3978952727983707
0.0,1,1,0,11.365,1,64,6.56,2011,1,6,1,0,0,1.3862943611198906
0.0,1,1,0,11.365,1,64,6.56,2011,1,6,2,0,0,0.6931471805599453
6.0032,1,1,0,9.85,2,64,6.56,2011,1,6,4,0,0,0.0
6.0032,1,1,0,9.09,2,69,5.74,2011,1,6,5,0,0,1.3862943611198906
7.0015,1,1,0,8.335,2,63,5.74,2011,1,6,6,0,0,3.58351893845611
0.0,1,1,0,11.365,2,59,6.56,2011,1,6,7,0,0,4.553876891600541
0.0,1,1,0,11.365,1,59,6.56,2011,1,6,8,0,0,5.389071729816501
0.0,1,1,0,12.12,2,51,7.38,2011,1,6,9,0,0,4.804021044733257
0.0,1,1,0,12.88,1,47,8.2,2011,1,6,10,0,0,3.8066624897703196
6.0032,1,1,0,12.88,1,44,9.02,2011,1,6,11,0,0,4.07753744390572
0.0,1,1,0,14.395,1,35,10.66,2011,1,6,12,0,0,4.430816798843313
7.0015,1,1,0,13.635,1,35,10.66,2011,1,6,13,0,0,4.204692619390966
11.0014,1,1,0,13.635,1,36,11.48,2011,1,6,14,0,0,4.248495242049359
0.0,1,1,0,13.635,1,36,11.48,2011,1,6,15,0,0,4.127134385045092
11.0014,1,1,0,12.88,1,38,10.66,2011,1,6,16,0,0,4.454347296253507
11.0014,1,1,0,11.365,1,51,9.02,2011,1,6,17,0,0,5.147494476813453
8.9981,1,1,0,11.365,1,51,9.02,2011,1,6,18,0,0,5.093750200806762
6.0032,1,1,0,12.88,1,55,9.02,2011,1,6,19,0,0,4.718498871295094
11.0014,1,1,0,10.605,1,51,8.2,2011,1,6,20,0,0,4.23410650459726
15.0013,1,1,0,10.605,2,55,9.02,2011,1,6,21,0,0,3.871201010907891
19.0012,1,1,0,10.605,2,51,9.02,2011,1,6,22,0,0,3.9512437185814275
12.998,1,1,0,9.85,2,59,8.2,2011,1,6,23,0,0,3.1354942159291497
12.998,1,1,0,9.85,2,64,8.2,2011,1,7,0,0,0,2.833213344056216
15.0013,1,1,0,9.85,2,69,8.2,2011,1,7,1,0,0,1.9459101490553132
15.0013,1,1,0,9.85,2,69,8.2,2011,1,7,2,0,0,0.0
8.9981,1,1,0,10.605,2,69,8.2,2011,1,7,4,0,0,0.0
0.0,1,1,0,13.635,3,55,9.02,2011,1,7,5,0,0,1.6094379124341003
0.0,1,1,0,12.88,2,69,8.2,2011,1,7,6,0,0,3.5263605246161616
8.9981,1,1,0,10.605,1,69,8.2,2011,1,7,7,0,0,4.430816798843313
16.9979,1,1,0,9.85,1,51,8.2,2011,1,7,8,0,0,5.3471075307174685
19.9995,1,1,0,9.09,1,47,8.2,2011,1,7,9,0,0,4.897839799950911
22.0028,1,1,0,9.85,1,37,9.02,2011,1,7,10,0,0,4.143134726391533
15.0013,1,1,0,9.85,2,40,8.2,2011,1,7,11,0,0,4.204692619390966
16.9979,1,1,0,9.85,2,37,8.2,2011,1,7,12,0,0,4.07753744390572
19.0012,1,1,0,9.09,2,37,8.2,2011,1,7,13,0,0,4.290459441148391
16.9979,1,1,0,9.85,2,40,8.2,2011,1,7,14,0,0,3.912023005428146
11.0014,1,1,0,10.605,2,37,8.2,2011,1,7,15,0,0,4.276666119016055
11.0014,1,1,0,10.605,2,37,8.2,2011,1,7,16,0,0,4.465908118654584
0.0,1,1,0,12.88,2,37,8.2,2011,1,7,17,0,0,5.231108616854587
6.0032,1,1,0,11.365,1,40,8.2,2011,1,7,18,0,0,4.812184355372417
6.0032,1,1,0,9.85,1,55,6.56,2011,1,7,19,0,0,4.553876891600541
7.0015,1,1,0,10.605,1,47,7.38,2011,1,7,20,0,0,3.9318256327243257
8.9981,1,1,0,9.85,1,47,7.38,2011,1,7,21,0,0,3.6635616461296463
11.0014,1,1,0,9.85,2,43,7.38,2011,1,7,22,0,0,3.58351893845611
11.0014,1,1,0,9.85,2,51,7.38,2011,1,7,23,0,0,2.70805020110221
11.0014,1,0,0,9.85,2,51,7.38,2011,1,8,0,0,0,3.2188758248682006
6.0032,1,0,0,10.605,2,55,7.38,2011,1,8,1,0,0,2.772588722239781
0.0,1,0,0,12.12,2,55,7.38,2011,1,8,2,0,0,2.772588722239781
11.0014,1,0,0,9.85,3,55,7.38,2011,1,8,3,0,0,1.9459101490553132
11.0014,1,0,0,9.85,3,55,7.38,2011,1,8,4,0,0,0.0
11.0014,1,0,0,8.335,2,74,6.56,2011,1,8,5,0,0,1.6094379124341003
11.0014,1,0,0,8.335,2,74,6.56,2011,1,8,6,0,0,0.6931471805599453
7.0015,1,0,0,9.09,2,74,6.56,2011,1,8,7,0,0,2.1972245773362196
7.0015,1,0,0,9.09,3,93,6.56,2011,1,8,8,0,0,2.70805020110221
7.0015,1,0,0,9.09,3,93,6.56,2011,1,8,9,0,0,2.995732273553991
11.0014,1,0,0,9.85,2,80,7.38,2011,1,8,10,0,0,4.110873864173311
26.0027,1,0,0,9.09,2,69,8.2,2011,1,8,11,0,0,4.127134385045092
23.9994,1,0,0,9.09,2,59,8.2,2011,1,8,12,0,0,4.584967478670572
22.0028,1,0,0,9.09,1,44,8.2,2011,1,8,13,0,0,4.624972813284271
32.9975,1,0,0,8.335,1,32,8.2,2011,1,8,14,0,0,4.553876891600541
30.0026,1,0,0,8.335,1,32,8.2,2011,1,8,15,0,0,4.30406509320417
30.0026,1,0,0,6.82,1,29,7.38,2011,1,8,16,0,0,4.330733340286331
36.9974,1,0,0,6.06,1,37,6.56,2011,1,8,17,0,0,4.23410650459726
19.9995,1,0,0,6.06,1,39,5.74,2011,1,8,18,0,0,4.007333185232471
16.9979,1,0,0,6.06,1,36,5.74,2011,1,8,19,0,0,3.4011973816621555
16.9979,1,0,0,6.06,1,36,4.92,2011,1,8,20,0,0,3.332204510175204
23.9994,1,0,0,5.305,1,39,4.92,2011,1,8,21,0,0,3.6109179126442243
26.0027,1,0,0,5.305,1,36,4.92,2011,1,8,22,0,0,3.5263605246161616
30.0026,1,0,0,3.03,1,39,4.1,2011,1,8,23,0,0,3.091042453358316
26.0027,1,0,0,3.79,1,42,4.1,2011,1,9,0,0,0,3.2188758248682006
31.0009,1,0,0,3.03,1,42,4.1,2011,1,9,1,0,0,2.4849066497880004
31.0009,1,0,0,3.03,1,46,4.1,2011,1,9,2,0,0,2.3978952727983707
27.9993,1,0,0,3.79,1,46,4.1,2011,1,9,3,0,0,1.3862943611198906
12.998,1,0,0,4.545,1,53,3.28,2011,1,9,4,0,0,0.0
12.998,1,0,0,4.545,1,53,3.28,2011,1,9,5,0,0,0.0
19.0012,1,0,0,4.545,1,49,4.1,2011,1,9,6,0,0,0.0
12.998,1,0,0,4.545,1,53,3.28,2011,1,9,7,0,0,1.791759469228055
19.0012,1,0,0,4.545,1,49,4.1,2011,1,9,8,0,0,2.302585092994046
35.0008,1,0,0,3.79,1,46,4.92,2011,1,9,9,0,0,2.9444389791664403
26.0027,1,0,0,5.305,1,43,5.74,2011,1,9,10,0,0,3.8918202981106265
35.0008,1,0,0,6.06,1,40,6.56,2011,1,9,11,0,0,3.8918202981106265
30.0026,1,0,0,6.82,1,37,7.38,2011,1,9,12,0,0,4.418840607796598
30.0026,1,0,0,8.335,1,34,8.2,2011,1,9,13,0,0,4.31748811353631
31.0009,1,0,0,9.09,1,32,9.02,2011,1,9,14,0,0,4.276666119016055
23.9994,1,0,0,9.85,1,35,9.02,2011,1,9,15,0,0,4.406719247264253
30.0026,1,0,0,8.335,1,34,8.2,2011,1,9,16,0,0,4.5217885770490405
26.0027,1,0,0,7.575,1,37,7.38,2011,1,9,17,0,0,4.127134385045092
22.0028,1,0,0,6.82,1,40,6.56,2011,1,9,18,0,0,3.871201010907891
22.0028,1,0,0,6.82,1,43,6.56,2011,1,9,19,0,0,3.713572066704308
16.9979,1,0,0,6.06,1,46,5.74,2011,1,9,20,0,0,3.6375861597263857
27.9993,1,0,0,5.305,1,46,5.74,2011,1,9,21,0,0,2.995732273553991
19.9995,1,0,0,6.06,1,46,5.74,2011,1,9,22,0,0,2.70805020110221
12.998,1,0,0,6.82,1,50,4.92,2011,1,9,23,0,0,1.791759469228055
19.0012,1,1,0,6.06,1,50,4.92,2011,1,10,0,0,0,1.6094379124341003
19.0012,1,1,0,6.06,1,50,4.92,2011,1,10,1,0,0,0.0
15.0013,1,1,0,6.06,1,50,4.92,2011,1,10,2,0,0,1.0986122886681098
15.0013,1,1,0,6.06,1,50,4.92,2011,1,10,3,0,0,0.0
8.9981,1,1,0,6.06,1,54,4.1,2011,1,10,4,0,0,1.0986122886681098
16.9979,1,1,0,5.305,1,54,4.1,2011,1,10,5,0,0,1.0986122886681098
19.0012,1,1,0,6.06,1,50,4.92,2011,1,10,6,0,0,3.4339872044851463
15.0013,1,1,0,6.06,1,50,4.92,2011,1,10,7,0,0,4.343805421853684
19.0012,1,1,0,6.06,2,50,4.92,2011,1,10,8,0,0,5.236441962829949
16.9979,1,1,0,6.06,2,50,5.74,2011,1,10,9,0,0,4.543294782270004
19.9995,1,1,0,6.06,2,50,5.74,2011,1,10,10,0,0,3.4339872044851463
19.0012,1,1,0,6.82,2,47,6.56,2011,1,10,11,0,0,3.4011973816621555
19.0012,1,1,0,9.09,2,40,8.2,2011,1,10,12,0,0,3.9512437185814275
19.0012,1,1,0,9.09,2,40,8.2,2011,1,10,13,0,0,3.9889840465642745
15.0013,1,1,0,9.85,2,40,8.2,2011,1,10,14,0,0,3.8501476017100584
15.0013,1,1,0,9.85,2,40,8.2,2011,1,10,15,0,0,3.8066624897703196
8.9981,1,1,0,10.605,1,40,8.2,2011,1,10,16,0,0,4.30406509320417
7.0015,1,1,0,11.365,1,40,8.2,2011,1,10,17,0,0,5.181783550292085
15.0013,1,1,0,9.85,1,40,8.2,2011,1,10,18,0,0,5.043425116919247
11.0014,1,1,0,8.335,1,47,6.56,2011,1,10,19,0,0,4.553876891600541
11.0014,1,1,0,8.335,1,50,6.56,2011,1,10,20,0,0,4.30406509320417
12.998,1,1,0,6.82,1,59,5.74,2011,1,10,21,0,0,3.6375861597263857
11.0014,1,1,0,7.575,1,59,5.74,2011,1,10,22,0,0,3.1780538303479458
11.0014,1,1,0,7.575,1,59,5.74,2011,1,10,23,0,0,2.8903717578961645
7.0015,1,1,0,8.335,1,59,5.74,2011,1,11,0,0,0,2.4849066497880004
11.0014,1,1,0,7.575,1,59,5.74,2011,1,11,1,0,0,1.0986122886681098
12.998,1,1,0,7.575,2,55,6.56,2011,1,11,2,0,0,1.0986122886681098
8.9981,1,1,0,9.09,2,55,6.56,2011,1,11,5,0,0,1.791759469228055
8.9981,1,1,0,9.09,2,55,6.56,2011,1,11,6,0,0,3.295836866004329
0.0,1,1,0,11.365,2,55,6.56,2011,1,11,7,0,0,4.59511985013459
6.0032,1,1,0,10.605,2,51,7.38,2011,1,11,8,0,0,5.37989735354046
11.0014,1,1,0,9.85,2,51,7.38,2011,1,11,9,0,0,4.867534450455582
11.0014,1,1,0,10.605,2,51,8.2,2011,1,11,10,0,0,3.9889840465642745
8.9981,1,1,0,10.605,2,47,8.2,2011,1,11,11,0,0,3.5553480614894135
7.0015,1,1,0,11.365,2,51,8.2,2011,1,11,12,0,0,4.04305126783455
6.0032,1,1,0,11.365,2,59,8.2,2011,1,11,13,0,0,3.9512437185814275
6.0032,1,1,0,11.365,2,59,8.2,2011,1,11,14,0,0,4.143134726391533
6.0032,1,1,0,9.85,2,80,6.56,2011,1,11,15,0,0,3.8501476017100584
15.0013,1,1,0,7.575,2,86,6.56,2011,1,11,16,0,0,4.330733340286331
15.0013,1,1,0,7.575,2,86,6.56,2011,1,11,17,0,0,4.912654885736052
7.0015,1,1,0,9.09,3,93,6.56,2011,1,11,18,0,0,4.553876891600541
0.0,1,1,0,11.365,3,93,6.56,2011,1,11,19,0,0,3.9318256327243257
12.998,1,1,0,7.575,3,93,6.56,2011,1,11,20,0,0,3.4657359027997265
6.0032,1,1,0,9.85,3,86,6.56,2011,1,11,21,0,0,2.995732273553991
7.0015,1,1,0,9.09,3,93,6.56,2011,1,11,22,0,0,3.367295829986474
6.0032,1,1,0,9.85,3,93,6.56,2011,1,11,23,0,0,2.9444389791664403
6.0032,1,1,0,9.85,2,86,6.56,2011,1,12,0,0,0,1.9459101490553132
7.0015,1,1,0,9.09,2,86,6.56,2011,1,12,1,0,0,1.791759469228055
8.9981,1,1,0,7.575,1,86,5.74,2011,1,12,2,0,0,0.0
11.0014,1,1,0,7.575,1,86,5.74,2011,1,12,5,0,0,1.6094379124341003
8.9981,1,1,0,7.575,1,93,4.92,2011,1,12,6,0,0,2.772588722239781
8.9981,1,1,0,7.575,1,69,5.74,2011,1,12,7,0,0,3.9889840465642745
11.0014,1,1,0,8.335,1,59,6.56,2011,1,12,8,0,0,4.852030263919617
22.0028,1,1,0,6.82,1,59,6.56,2011,1,12,9,0,0,4.394449154672439
15.0013,1,1,0,9.09,1,55,7.38,2011,1,12,10,0,0,3.6635616461296463
26.0027,1,1,0,9.09,1,51,8.2,2011,1,12,11,0,0,3.5553480614894135
39.0007,1,1,0,7.575,1,47,8.2,2011,1,12,12,0,0,4.007333185232471
23.9994,1,1,0,9.85,1,44,9.02,2011,1,12,13,0,0,3.8918202981106265
22.0028,1,1,0,9.09,1,47,8.2,2011,1,12,14,0,0,3.784189633918261
27.9993,1,1,0,8.335,1,47,8.2,2011,1,12,15,0,0,3.8918202981106265
22.0028,1,1,0,9.85,1,44,9.02,2011,1,12,16,0,0,4.219507705176107
23.9994,1,1,0,9.09,1,47,8.2,2011,1,12,17,0,0,4.9344739331306915
35.0008,1,1,0,7.575,1,47,8.2,2011,1,12,18,0,0,4.919980925828125
27.9993,1,1,0,7.575,1,47,7.38,2011,1,12,19,0,0,4.418840607796598
22.0028,1,1,0,6.82,1,50,6.56,2011,1,12,20,0,0,4.02535169073515
22.0028,1,1,0,6.82,1,55,6.56,2011,1,12,21,0,0,4.04305126783455
30.0026,1,1,0,6.06,1,55,6.56,2011,1,12,22,0,0,3.4965075614664802
27.9993,1,1,0,5.305,1,59,5.74,2011,1,12,23,0,0,2.995732273553991
19.0012,1,1,0,6.06,1,59,5.74,2011,1,13,0,0,0,1.9459101490553132
19.0012,1,1,0,6.06,1,50,5.74,2011,1,13,1,0,0,0.6931471805599453
23.9994,1,1,0,6.06,1,50,5.74,2011,1,13,2,0,0,0.6931471805599453
22.0028,1,1,0,6.06,1,50,5.74,2011,1,13,3,0,0,1.0986122886681098
16.9979,1,1,0,6.06,1,50,5.74,2011,1,13,4,0,0,1.3862943611198906
19.9995,1,1,0,6.06,1,50,5.74,2011,1,13,5,0,0,1.0986122886681098
8.9981,1,1,0,7.575,1,54,4.92,2011,1,13,6,0,0,3.332204510175204
8.9981,1,1,0,7.575,1,54,4.92,2011,1,13,7,0,0,4.276666119016055
12.998,1,1,0,6.82,1,50,5.74,2011,1,13,8,0,0,5.308267697401205
22.0028,1,1,0,6.06,1,50,5.74,2011,1,13,9,0,0,4.9344739331306915
23.9994,1,1,0,6.82,2,50,6.56,2011,1,13,10,0,0,3.6375861597263857
30.0026,1,1,0,8.335,2,44,8.2,2011,1,13,11,0,0,3.6109179126442243
27.9993,1,1,0,8.335,1,44,8.2,2011,1,13,12,0,0,3.9512437185814275
30.0026,1,1,0,9.85,1,41,9.02,2011,1,13,13,0,0,4.418840607796598
26.0027,1,1,0,9.85,1,41,9.02,2011,1,13,14,0,0,3.7376696182833684
19.9995,1,1,0,10.605,1,38,9.84,2011,1,13,15,0,0,4.0943445622221
23.9994,1,1,0,10.605,1,38,9.84,2011,1,13,16,0,0,4.356708826689592
19.0012,1,1,0,9.09,1,40,8.2,2011,1,13,17,0,0,5.087596335232384
22.0028,1,1,0,9.09,1,40,8.2,2011,1,13,18,0,0,4.969813299576001
16.9979,1,1,0,7.575,1,47,6.56,2011,1,13,19,0,0,4.59511985013459
15.0013,1,1,0,7.575,1,47,6.56,2011,1,13,20,0,0,4.1588830833596715
19.9995,1,1,0,6.06,1,46,5.74,2011,1,13,21,0,0,3.6888794541139363
22.0028,1,1,0,6.06,1,46,5.74,2011,1,13,22,0,0,3.4011973816621555
12.998,1,1,0,6.82,1,50,4.92,2011,1,13,23,0,0,2.70805020110221
12.998,1,1,0,6.82,1,50,4.92,2011,1,14,0,0,0,2.6390573296152584
11.0014,1,1,0,6.06,1,54,4.1,2011,1,14,1,0,0,1.6094379124341003
8.9981,1,1,0,6.06,1,54,4.1,2011,1,14,2,0,0,0.0
7.0015,1,1,0,6.82,1,54,4.1,2011,1,14,3,0,0,0.0
6.0032,1,1,0,6.82,1,54,4.1,2011,1,14,5,0,0,2.0794415416798357
0.0,1,1,0,9.09,1,54,4.1,2011,1,14,6,0,0,2.833213344056216
11.0014,1,1,0,6.06,1,74,4.1,2011,1,14,7,0,0,4.248495242049359
0.0,1,1,0,8.335,1,68,4.92,2011,1,14,8,0,0,5.062595033026967
8.9981,1,1,0,7.575,1,69,5.74,2011,1,14,9,0,0,4.762173934797756
12.998,1,1,0,9.09,1,55,7.38,2011,1,14,10,0,0,3.784189633918261
19.0012,1,1,0,8.335,1,51,7.38,2011,1,14,11,0,0,3.970291913552122
16.9979,1,1,0,9.85,1,44,8.2,2011,1,14,12,0,0,4.110873864173311
26.0027,1,1,0,9.85,1,37,9.02,2011,1,14,13,0,0,4.343805421853684
19.0012,1,1,0,10.605,1,41,9.02,2011,1,14,14,0,0,4.1588830833596715
